# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	LANGUAGE_FAMILY	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
9371	Kirghiz	tie (v.)	taŋ	taŋ	t a ŋ	Turkic	981	981	1 7 4	AXN	TAN	41	41.T.C 41.A.V 41.N.c	2.0 1.5 0.8	taŋ	0
9372	Turkmen	tie (v.)	daŋ	daŋ	d a ŋ	Turkic	981	981	1 7 4	AXN	TAN	90	90.T.C 90.A.V 90.N.c	2.0 1.5 0.8	daŋ	0
#
23304	AmamiAsama	to be(come) rotten (v.)	kusjarɨjuɴ	kusjarɨjuɴ	k u s j a r ɨ j u ɴ	Japonic	2774	2774	1 7 3 6 7 5 7 6 7 4	AXBCYBYBYN	KYSJARIJYN	1	1.K.C 1.Y.V 1.S.C 1.J.C 1.A.V 1.R.C 1.I.V 1.J.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 1.3 0.8	kusjarɨjuɴ	0
23305	AmamiYamatohama	to be(come) rotten (v.)	kusarereru	kusarereru	k u s a r e r e r u	Japonic	2774	2774	1 7 3 7 5 7 5 7 5 7	AXBYBYBYBZ	KYSARERERY	2	2.K.C 2.Y.V 2.S.C 2.A.V 2.R.C 2.E.V 2.R.C 2.E.V 2.R.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kusarereru	0
23306	AmamiYoron	to be(come) rotten (v.)	uɴkusarjuɴ	uɴkusarjuɴ	u ɴ k u s a r j u ɴ	Japonic	2774	2774	7 4 1 7 3 7 5 6 7 4	XMBYBYBCYN	YNKYSARJYN	3	3.Y.V 3.N.c 3.K.C 3.Y.V 3.S.C 3.A.V 3.R.C 3.J.C 3.Y.V 3.N.c	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.5 1.3 0.8	uɴkusarjuɴ	0
23307	Fukuoka	to be(come) rotten (v.)	ku̥saru	ku̥saru	k u̥/u s a r u	Japonic	2774	2774	1 7 3 7 5 7	AXBYBZ	KYSARY	18	18.K.C 18.Y.V 18.S.C 18.A.V 18.R.C 18.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ku̥/usaru	0
23308	Hachijo	to be(come) rotten (v.)	kusaru	kusaru	k u s a r u	Japonic	2774	2774	1 7 3 7 5 7	AXBYBZ	KYSARY	22	22.K.C 22.Y.V 22.S.C 22.A.V 22.R.C 22.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kusaru	0
23309	Japanese	to be(come) rotten (v.)	kusar-	kusar-	k u s a r	Japonic	2774	2774	1 7 3 7 5	AXBYN	KYSAR	26	26.K.C 26.Y.V 26.S.C 26.A.V 26.R.c	2.0 1.5 1.75 1.3 0.8	kusar	0
23310	Kagoshima	to be(come) rotten (v.)	kesaruʔ	kesaruʔ	k e s a r u ʔ	Japonic	2774	2774	1 7 3 7 5 7 1	AXBYBYN	KESARYH	29	29.K.C 29.E.V 29.S.C 29.A.V 29.R.C 29.Y.V 29.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kesaruʔ	0
23311	Koshikiislands	to be(come) rotten (v.)	ku̥saruru	ku̥saruru	k u̥/u s a r u r u	Japonic	2774	2774	1 7 3 7 5 7 5 7	AXBYBYBZ	KYSARYRY	43	43.K.C 43.Y.V 43.S.C 43.A.V 43.R.C 43.Y.V 43.R.C 43.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ku̥/usaruru	0
23312	Kumamoto	to be(come) rotten (v.)	ku̥saruru	ku̥saruru	k u̥/u s a r u r u	Japonic	2774	2774	1 7 3 7 5 7 5 7	AXBYBYBZ	KYSARYRY	44	44.K.C 44.Y.V 44.S.C 44.A.V 44.R.C 44.Y.V 44.R.C 44.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ku̥/usaruru	0
23313	MiyakoIrabu	to be(come) rotten (v.)	fusariï	fusariï	f u s a r i ï/ɨ	Japonic	2774	2774	3 7 3 7 5 7 7	AXBYBYZ	BYSARII	53	53.B.C 53.Y.V 53.S.C 53.A.V 53.R.C 53.I.V 53.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	fusariï/ɨ	0
23314	OkinawaShuri	to be(come) rotten (v.)	kusarijuɴ	kusarijuɴ	k u s a r i j u ɴ	Japonic	2774	2774	1 7 3 7 5 7 6 7 4	AXBYBYBYN	KYSARIJYN	68	68.K.C 68.Y.V 68.S.C 68.A.V 68.R.C 68.I.V 68.J.C 68.Y.V 68.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	kusarijuɴ	0
23315	OkinawaYonamine	to be(come) rotten (v.)	kusaariɴ	kusaariɴ	k u s aː r i ɴ	Japonic	2774	2774	1 7 3 7 5 7 4	AXBYBYN	KYSARIN	69	69.K.C 69.Y.V 69.S.C 69.A.V 69.R.C 69.I.V 69.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kusaːriɴ	0
23316	OldJapanese	to be(come) rotten (v.)	kusar-	kusar-	k u s a r	Japonic	2774	2774	1 7 3 7 5	AXBYN	KYSAR	70	70.K.C 70.Y.V 70.S.C 70.A.V 70.R.c	2.0 1.5 1.75 1.3 0.8	kusar	0
23317	YaeyamaHatoma	to be(come) rotten (v.)	ssaruɴ	ssaruɴ	sː a r u ɴ	Japonic	2774	2774	3 7 5 7 4	AXBYN	SARYN	98	98.S.C 98.A.V 98.R.C 98.Y.V 98.N.c	2.0 1.5 1.75 1.3 0.8	sːaruɴ	0
23318	YaeyamaIshigaki	to be(come) rotten (v.)	ɸusari(ru)ɴ	ɸusariɴ	ɸ u s a r i ɴ	Japonic	2774	2774	3 7 3 7 5 7 4	AXBYBYN	BYSARIN	99	99.B.C 99.Y.V 99.S.C 99.A.V 99.R.C 99.I.V 99.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ɸusariɴ	0
23319	Yonaguni	to be(come) rotten (v.)	ccàrirun	ccàrirun	cc/tsː à/a r i r u n	Japonic	2774	2774	1 7 5 7 5 7 4	AXBYBYN	TARIRYN	101	101.T.C 101.A.V 101.R.C 101.I.V 101.R.C 101.Y.V 101.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	cc/tsːà/arirun	0
23320	Gangwon	to be(come) rotten (v.)	ssekust-	ssekust-	sː e k u s t	Koreanic	2775	2775	3 7 1 7 3 1	AXBYLN	SEKYST	20	20.S.C 20.E.V 20.K.C 20.Y.V 20.S.c 20.T.c	2.0 1.5 1.75 1.3 1.1 0.8	sːekust	0
23321	Gyeonggi	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	21	21.S.C 21.E.V 21.K.c	2.0 1.5 0.8	sːek	0
23322	Hwanghae	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	25	25.S.C 25.E.V 25.K.c	2.0 1.5 0.8	sːek	0
23323	Jeju	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	27	27.S.C 27.E.V 27.K.c	2.0 1.5 0.8	sːek	0
23324	Korean	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	42	42.S.C 42.E.V 42.K.c	2.0 1.5 0.8	sːek	0
23325	LateMiddleKorean	to be(come) rotten (v.)	sek-	sek-	s e k	Koreanic	2775	2775	3 7 1	AXN	SEK	47	47.S.C 47.E.V 47.K.c	2.0 1.5 0.8	sek	0
23326	NorthernChungcheong	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	60	60.S.C 60.E.V 60.K.c	2.0 1.5 0.8	sːek	0
23327	NorthernGyeongsang	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	63	63.S.C 63.E.V 63.K.c	2.0 1.5 0.8	sːek	0
23328	NorthernHamgyong	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	64	64.S.C 64.E.V 64.K.c	2.0 1.5 0.8	sːek	0
23329	NorthernJeolla	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	65	65.S.C 65.E.V 65.K.c	2.0 1.5 0.8	sːek	0
23330	NorthernPyongan	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	66	66.S.C 66.E.V 66.K.c	2.0 1.5 0.8	sːek	0
23331	SouthernChungcheong	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	80	80.S.C 80.E.V 80.K.c	2.0 1.5 0.8	sːek	0
23332	SouthernGyeongsang	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	83	83.S.C 83.E.V 83.K.c	2.0 1.5 0.8	sːek	0
23333	SouthernHamgyong	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	84	84.S.C 84.E.V 84.K.c	2.0 1.5 0.8	sːek	0
23334	SouthernJeolla	to be(come) rotten (v.)	ssekun	ssekun	sː e k u n	Koreanic	2775	2775	3 7 1 7 4	AXBYN	SEKYN	85	85.S.C 85.E.V 85.K.C 85.Y.V 85.N.c	2.0 1.5 1.75 1.3 0.8	sːekun	0
23335	SouthernPyongan	to be(come) rotten (v.)	ssek-	ssek-	sː e k	Koreanic	2775	2775	3 7 1	AXN	SEK	86	86.S.C 86.E.V 86.K.c	2.0 1.5 0.8	sːek	0
23336	Hezhe	to be(come) rotten (v.)	nia-	nia-	n i a	Tungusic	2776	2776	4 7 7	AXZ	NIA	23	23.N.C 23.I.V 23.A.V	2.0 1.5 0.8	nia	0
23337	KurUrmi	to be(come) rotten (v.)	ńakto	ńakto	ń/n a k t o	Tungusic	2776	2776	4 7 1 1 7	AXMBZ	NAKTU	46	46.N.C 46.A.V 46.K.c 46.T.C 46.U.V	2.0 1.5 1.1 1.75 0.8	ń/nakto	0
23338	Manchu	to be(come) rotten (v.)	nijaki-na-	nijaki-na-	n i j a k i + n a	Tungusic	2776	2776	4 7 6 7 1 7 9 4 7	AXBYBZ_AX	NIJAKI_NA	48	48.N.C 48.I.V 48.J.C 48.A.V 48.K.C 48.I.V 48._._ 48.N.C 48.A.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	nijaki+na	0
23339	NanaiBikin	to be(come) rotten (v.)	ńäː-	ńäː-	ń/n äː/æː	Tungusic	2776	2776	4 7	AX	NE	55	55.N.C 55.E.V	2.0 1.5	ń/näː/æː	0
23340	NanaiMiddleAmur	to be(come) rotten (v.)	ńa-	ńa-	ń/n a	Tungusic	2776	2776	4 7	AX	NA	56	56.N.C 56.A.V	2.0 1.5	ń/na	0
23341	Negidal	to be(come) rotten (v.)	ńaː-	ńaː-	ń/n aː	Tungusic	2776	2776	4 7	AX	NA	57	57.N.C 57.A.V	2.0 1.5	ń/naː	0
23342	Oroch	to be(come) rotten (v.)	ńaː-	ńaː-	ń/n aː	Tungusic	2776	2776	4 7	AX	NA	72	72.N.C 72.A.V	2.0 1.5	ń/naː	0
23343	Orok	to be(come) rotten (v.)	naː-	naː-	n aː	Tungusic	2776	2776	4 7	AX	NA	73	73.N.C 73.A.V	2.0 1.5	naː	1
23344	Udihe	to be(come) rotten (v.)	ńaː-	ńaː-	ń/n aː	Tungusic	2776	2776	4 7	AX	NA	92	92.N.C 92.A.V	2.0 1.5	ń/naː	0
23345	Ulcha	to be(come) rotten (v.)	ńeː-	ńeː-	ń/n eː	Tungusic	2776	2776	4 7	AX	NE	93	93.N.C 93.E.V	2.0 1.5	ń/neː	0
23346	Xibe	to be(come) rotten (v.)	ja-	ja-	j a	Tungusic	2776	2776	6 7	AX	JA	97	97.J.C 97.A.V	2.0 1.5	ja	0
23347	Even	to be(come) rotten (v.)	mun-	mun-	m u n	Tungusic	2777	2777	4 7 4	AXN	MYN	16	16.M.C 16.Y.V 16.N.c	2.0 1.5 0.8	mun	0
23348	EvenkiKamnigan	to be(come) rotten (v.)	munu-	munu-	m u n u	Tungusic	2777	2777	4 7 4 7	AXBZ	MYNY	17	17.M.C 17.Y.V 17.N.C 17.Y.V	2.0 1.5 1.75 0.8	munu	0
23349	NorthernEvenkiTura	to be(come) rotten (v.)	munè	munè	m u n è/e	Tungusic	2777	2777	4 7 4 7	AXBZ	MYNE	61	61.M.C 61.Y.V 61.N.C 61.E.V	2.0 1.5 1.75 0.8	munè/e	0
23350	NorthernEvenkiTutonchany	to be(come) rotten (v.)	munu-	munu-	m u n u	Tungusic	2777	2777	4 7 4 7	AXBZ	MYNY	62	62.M.C 62.Y.V 62.N.C 62.Y.V	2.0 1.5 1.75 0.8	munu	0
23351	Oroqen	to be(come) rotten (v.)	munu-	munu-	m u n u	Tungusic	2777	2777	4 7 4 7	AXBZ	MYNY	74	74.M.C 74.Y.V 74.N.C 74.Y.V	2.0 1.5 1.75 0.8	munu	0
23352	Solon	to be(come) rotten (v.)	munu-	munu-	m u n u	Tungusic	2777	2777	4 7 4 7	AXBZ	MYNY	78	78.M.C 78.Y.V 78.N.C 78.Y.V	2.0 1.5 1.75 0.8	munu	0
23353	SouthernEvenkiChiringda	to be(come) rotten (v.)	munu-	munu-	m u n u	Tungusic	2777	2777	4 7 4 7	AXBZ	MYNY	81	81.M.C 81.Y.V 81.N.C 81.Y.V	2.0 1.5 1.75 0.8	munu	0
23354	StonyEvenkiPTPodkamennayaTunguska	to be(come) rotten (v.)	munu-	munu-	m u n u	Tungusic	2777	2777	4 7 4 7	AXBZ	MYNY	87	87.M.C 87.Y.V 87.N.C 87.Y.V	2.0 1.5 1.75 0.8	munu	0
23355	Baoan	to be(come) rotten (v.)	fu, hu	fu	f u	Mongolic	2778	2778	3 7	AX	BY	5	5.B.C 5.Y.V	2.0 1.5	fu	0
23356	Buriat	to be(come) rotten (v.)	üže-	üže-	ü/y ž/ʒ e	Mongolic	2778	2778	7 3 7	XBZ	YSE	8	8.Y.V 8.S.C 8.E.V	1.5 1.75 0.8	ü/yž/ʒe	0
23357	Dagur	to be(come) rotten (v.)	u:sen, xu:	u:sen	uː s e n	Mongolic	2778	2778	7 3 7 4	XBYN	YSEN	12	12.Y.V 12.S.C 12.E.V 12.N.c	1.5 1.75 1.3 0.8	uːsen	0
23358	Dongxian	to be(come) rotten (v.)	fu	fu	f u	Mongolic	2778	2778	3 7	AX	BY	14	14.B.C 14.Y.V	2.0 1.5	fu	0
23359	Huzhu	to be(come) rotten (v.)	fuu	fuu	f uː	Mongolic	2778	2778	3 7	AX	BY	24	24.B.C 24.Y.V	2.0 1.5	fuː	0
23360	Kamnigan	to be(come) rotten (v.)	üǯe-	üǯe-	ü/y ǯ/dʒ e	Mongolic	2778	2778	7 1 7	XBZ	YTE	31	31.Y.V 31.T.C 31.E.V	1.5 1.75 0.8	ü/yǯ/dʒe	0
23361	Kangjia	to be(come) rotten (v.)	fu	fu	f u	Mongolic	2778	2778	3 7	AX	BY	32	32.B.C 32.Y.V	2.0 1.5	fu	0
23362	Khalkha	to be(come) rotten (v.)	üǰi-, ü:	üǰi-	ü/y ǰ/dʒ i	Mongolic	2778	2778	7 1 7	XBZ	YTI	40	40.Y.V 40.T.C 40.I.V	1.5 1.75 0.8	ü/yǰ/dʒi	0
23363	MiddleMongolianMuqaddimataladab	to be(come) rotten (v.)	hü:-	hü:-	h üː/yː	Mongolic	2778	2778	3 7	AX	HY	50	50.H.C 50.Y.V	2.0 1.5	hüː/yː	0
23364	ShiraYughur	to be(come) rotten (v.)	hü:-	hü:-	h üː/yː	Mongolic	2778	2778	3 7	AX	HY	76	76.H.C 76.Y.V	2.0 1.5	hüː/yː	0
23365	Buriat	to be(come) rotten (v.)	ümxir-	ümxir-	ü/y m x i r	Mongolic	2779	2779	7 4 3 7 5	XMBYN	YMGIR	8	8.Y.V 8.M.c 8.G.C 8.I.V 8.R.c	1.5 1.1 1.75 1.3 0.8	ü/ymxir	0
23366	Kalmyck	to be(come) rotten (v.)	ümkər-	ümkər-	ü/y m k ə r	Mongolic	2779	2779	7 4 1 7 5	XMBYN	YMKER	30	30.Y.V 30.M.c 30.K.C 30.E.V 30.R.c	1.5 1.1 1.75 1.3 0.8	ü/ymkər	0
23367	Oirat	to be(come) rotten (v.)	ömkere-	ömkere-	ö/œ m k e r e	Mongolic	2779	2779	7 4 1 7 5 7	XMBYBZ	UMKERE	67	67.U.V 67.M.c 67.K.C 67.E.V 67.R.C 67.E.V	1.5 1.1 1.75 1.3 1.75 0.8	ö/œmkere	0
23368	Azeri	to be(come) rotten (v.)	čürü	čürü	č/tʃ ü/y r ü/y	Turkic	2780	2780	1 7 5 7	AXBZ	TYRY	4	4.T.C 4.Y.V 4.R.C 4.Y.V	2.0 1.5 1.75 0.8	č/tʃü/yrü/y	0
23369	Bashkir	to be(come) rotten (v.)	ser(e)	ser	s e r	Turkic	2780	2780	3 7 5	AXN	SER	7	7.S.C 7.E.V 7.R.c	2.0 1.5 0.8	ser	0
23370	Chuvash	to be(come) rotten (v.)	śɘr	śɘr	ś/ʃ ɘ r	Turkic	2780	2780	3 7 5	AXN	SER	9	9.S.C 9.E.V 9.R.c	2.0 1.5 0.8	ś/ʃɘr	1
23371	CrimeanTatar	to be(come) rotten (v.)	čürü	čürü	č/tʃ ü/y r ü/y	Turkic	2780	2780	1 7 5 7	AXBZ	TYRY	11	11.T.C 11.Y.V 11.R.C 11.Y.V	2.0 1.5 1.75 0.8	č/tʃü/yrü/y	0
23372	Gagauz	to be(come) rotten (v.)	čürü	čürü	č/tʃ ü/y r ü/y	Turkic	2780	2780	1 7 5 7	AXBZ	TYRY	19	19.T.C 19.Y.V 19.R.C 19.Y.V	2.0 1.5 1.75 0.8	č/tʃü/yrü/y	0
23373	KarachayBalkar	to be(come) rotten (v.)	čir	čir	č/tʃ i r	Turkic	2780	2780	1 7 5	AXN	TIR	33	33.T.C 33.I.V 33.R.c	2.0 1.5 0.8	č/tʃir	0
23374	Karaim	to be(come) rotten (v.)	ciri	ciri	c/ts i r i	Turkic	2780	2780	2 7 5 7	AXBZ	CIRI	34	34.C.C 34.I.V 34.R.C 34.I.V	2.0 1.5 1.75 0.8	c/tsiri	0
23375	KaraKalpak	to be(come) rotten (v.)	šir	šir	š/ʃ i r	Turkic	2780	2780	3 7 5	AXN	SIR	35	35.S.C 35.I.V 35.R.c	2.0 1.5 0.8	š/ʃir	0
23376	Kazakh	to be(come) rotten (v.)	šĭr	šĭr	š/ʃ ĭ/i r	Turkic	2780	2780	3 7 5	AXN	SIR	36	36.S.C 36.I.V 36.R.c	2.0 1.5 0.8	š/ʃĭ/ir	0
23377	KazanTatar	to be(come) rotten (v.)	čer	čer	č/tʃ e r	Turkic	2780	2780	1 7 5	AXN	TER	37	37.T.C 37.E.V 37.R.c	2.0 1.5 0.8	č/tʃer	0
23378	Khalaj	to be(come) rotten (v.)	čirrü	čirrü	č/tʃ i rr/rː ü/y	Turkic	2780	2780	1 7 5 7	AXBZ	TIRY	39	39.T.C 39.I.V 39.R.C 39.Y.V	2.0 1.5 1.75 0.8	č/tʃirr/rːü/y	0
23379	Kirghiz	to be(come) rotten (v.)	čir	čir	č/tʃ i r	Turkic	2780	2780	1 7 5	AXN	TIR	41	41.T.C 41.I.V 41.R.c	2.0 1.5 0.8	č/tʃir	0
23380	Kumyk	to be(come) rotten (v.)	čiri	čiri	č/tʃ i r i	Turkic	2780	2780	1 7 5 7	AXBZ	TIRI	45	45.T.C 45.I.V 45.R.C 45.I.V	2.0 1.5 1.75 0.8	č/tʃiri	0
23381	Nogai	to be(come) rotten (v.)	širi	širi	š/ʃ i r i	Turkic	2780	2780	3 7 5 7	AXBZ	SIRI	58	58.S.C 58.I.V 58.R.C 58.I.V	2.0 1.5 1.75 0.8	š/ʃiri	0
23382	Salar	to be(come) rotten (v.)	čür	čür	č/tʃ ü/y r	Turkic	2780	2780	1 7 5	AXN	TYR	75	75.T.C 75.Y.V 75.R.c	2.0 1.5 0.8	č/tʃü/yr	0
23383	SouthAltai	to be(come) rotten (v.)	čiri	čiri	č/tʃ i r i	Turkic	2780	2780	1 7 5 7	AXBZ	TIRI	79	79.T.C 79.I.V 79.R.C 79.I.V	2.0 1.5 1.75 0.8	č/tʃiri	0
23384	Turkish	to be(come) rotten (v.)	čürü	čürü	č/tʃ ü/y r ü/y	Turkic	2780	2780	1 7 5 7	AXBZ	TYRY	89	89.T.C 89.Y.V 89.R.C 89.Y.V	2.0 1.5 1.75 0.8	č/tʃü/yrü/y	0
23385	Turkmen	to be(come) rotten (v.)	čüyre	čüyre	č/tʃ ü/y y/j r e	Turkic	2780	2780	1 7 6 5 7	AXMBZ	TYJRE	90	90.T.C 90.Y.V 90.J.c 90.R.C 90.E.V	2.0 1.5 1.1 1.75 0.8	č/tʃü/yy/jre	0
23386	Uyghur	to be(come) rotten (v.)	čiri	čiri	č/tʃ i r i	Turkic	2780	2780	1 7 5 7	AXBZ	TIRI	94	94.T.C 94.I.V 94.R.C 94.I.V	2.0 1.5 1.75 0.8	č/tʃiri	0
23387	Khakas	to be(come) rotten (v.)	ɘr(ɘkte)	ɘr	ɘ r	Turkic	2781	2781	7 5	XN	ER	38	38.E.V 38.R.c	1.5 0.8	ɘr	0
23388	NorthAltai	to be(come) rotten (v.)	iri-, irikte-	iri-	i r i	Turkic	2781	2781	7 5 7	XBZ	IRI	59	59.I.V 59.R.C 59.I.V	1.5 1.75 0.8	iri	0
23389	OldTurkic	to be(come) rotten (v.)	yirü	yirü	y/j i r ü/y	Turkic	2781	2781	6 7 5 7	AXBZ	JIRY	71	71.J.C 71.I.V 71.R.C 71.Y.V	2.0 1.5 1.75 0.8	y/jirü/y	0
23390	Shor	to be(come) rotten (v.)	irikte	irikte	i r i k t e	Turkic	2781	2781	7 5 7 1 1 7	XBYMBZ	IRIKTE	77	77.I.V 77.R.C 77.I.V 77.K.c 77.T.C 77.E.V	1.5 1.75 1.3 1.1 1.75 0.8	irikte	0
23391	Tuvan	to be(come) rotten (v.)	iri	iri	i r i	Turkic	2781	2781	7 5 7	XBZ	IRI	91	91.I.V 91.R.C 91.I.V	1.5 1.75 0.8	iri	0
23392	Dolgan	to be(come) rotten (v.)	hïtïy	hïtïy	h ï/ɨ t ï/ɨ y/j	Turkic	2782	2782	3 7 1 7 6	AXBYN	HITIJ	13	13.H.C 13.I.V 13.T.C 13.I.V 13.J.c	2.0 1.5 1.75 1.3 0.8	hï/ɨtï/ɨy/j	0
23393	Khakas	to be(come) rotten (v.)	čïzï	čïzï	č/tʃ ï/ɨ z ï/ɨ	Turkic	2782	2782	1 7 3 7	AXBZ	TISI	38	38.T.C 38.I.V 38.S.C 38.I.V	2.0 1.5 1.75 0.8	č/tʃï/ɨzï/ɨ	0
23394	Khalaj	to be(come) rotten (v.)	yïd kötür	yïd_kötür	y/j ï/ɨ d + k ö/œ t ü/y r	Turkic	2782	2782	6 7 1 9 1 7 1 7 5	AXN_AXBYN	JIT_KUTYR	39	39.J.C 39.I.V 39.T.c 39._._ 39.K.C 39.U.V 39.T.C 39.Y.V 39.R.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	y/jï/ɨd+kö/œtü/yr	0
23395	Tofa	to be(come) rotten (v.)	čïdï	čïdï	č/tʃ ï/ɨ d ï/ɨ	Turkic	2782	2782	1 7 1 7	AXBZ	TITI	88	88.T.C 88.I.V 88.T.C 88.I.V	2.0 1.5 1.75 0.8	č/tʃï/ɨdï/ɨ	0
23396	Tuvan	to be(come) rotten (v.)	čïdï	čïdï	č/tʃ ï/ɨ d ï/ɨ	Turkic	2782	2782	1 7 1 7	AXBZ	TITI	91	91.T.C 91.I.V 91.T.C 91.I.V	2.0 1.5 1.75 0.8	č/tʃï/ɨdï/ɨ	0
23397	WestYugur	to be(come) rotten (v.)	yiz	yiz	y/j i z	Turkic	2782	2782	6 7 3	AXN	JIS	96	96.J.C 96.I.V 96.S.c	2.0 1.5 0.8	y/jiz	0
23398	Yakut	to be(come) rotten (v.)	sïtïy	sïtïy	s ï/ɨ t ï/ɨ y/j	Turkic	2782	2782	3 7 1 7 6	AXBYN	SITIJ	100	100.S.C 100.I.V 100.T.C 100.I.V 100.J.c	2.0 1.5 1.75 1.3 0.8	sï/ɨtï/ɨy/j	0
23399	MiddleChulym	to be(come) rotten (v.)	sa(:)s	sas	s a s	Turkic	2783	2783	3 7 3	AXN	SAS	49	49.S.C 49.A.V 49.S.c	2.0 1.5 0.8	sas	0
23400	Uyghur	to be(come) rotten (v.)	sesä	sesä	s e s ä/æ	Turkic	2783	2783	3 7 3 7	AXBZ	SESE	94	94.S.C 94.E.V 94.S.C 94.E.V	2.0 1.5 1.75 0.8	sesä/æ	0
23401	Uzbek	to be(come) rotten (v.)	sas	sas	s a s	Turkic	2783	2783	3 7 3	AXN	SAS	95	95.S.C 95.A.V 95.S.c	2.0 1.5 0.8	sas	0
#
11792	AmamiAsama	tomorrow	Ɂacjaa	Ɂacjaa	ʔ a c/ts j aː	Japonic	1291	1291	1 7 2 6 7	AXBCZ	HACJA	1	1.H.C 1.A.V 1.C.C 1.J.C 1.A.V	2.0 1.5 1.75 1.5 0.8	ʔac/tsjaː	0
11793	AmamiYamatohama	tomorrow	Ɂaçja	Ɂaçja	ʔ a ç j a	Japonic	1291	1291	1 7 3 6 7	AXBCZ	HASJA	2	2.H.C 2.A.V 2.S.C 2.J.C 2.A.V	2.0 1.5 1.75 1.5 0.8	ʔaçja	0
11794	AmamiYoron	tomorrow	accjaa	accjaa	a cc/tsː j aː	Japonic	1291	1291	7 1 6 7	XBCZ	ATJA	3	3.A.V 3.T.C 3.J.C 3.A.V	1.5 1.75 1.5 0.8	acc/tsːjaː	0
11795	Fukuoka	tomorrow	aɕi̥ta	aɕi̥ta	a ɕ i̥/i t a	Japonic	1291	1291	7 3 7 1 7	XBYBZ	ASITA	18	18.A.V 18.S.C 18.I.V 18.T.C 18.A.V	1.5 1.75 1.3 1.75 0.8	aɕi̥/ita	0
11796	Hachijo	tomorrow	asu	asu	a s u	Japonic	1291	1291	7 3 7	XBZ	ASY	22	22.A.V 22.S.C 22.Y.V	1.5 1.75 0.8	asu	0
11797	Japanese	tomorrow	asita	asita	a s i t a	Japonic	1291	1291	7 3 7 1 7	XBYBZ	ASITA	26	26.A.V 26.S.C 26.I.V 26.T.C 26.A.V	1.5 1.75 1.3 1.75 0.8	asita	0
11798	Kagoshima	tomorrow	aɕi̥ta	aɕi̥ta	a ɕ i̥/i t a	Japonic	1291	1291	7 3 7 1 7	XBYBZ	ASITA	29	29.A.V 29.S.C 29.I.V 29.T.C 29.A.V	1.5 1.75 1.3 1.75 0.8	aɕi̥/ita	0
11799	Koshikiislands	tomorrow	ahi̥ta	ahi̥ta	a h i̥/i t a	Japonic	1291	1291	7 3 7 1 7	XBYBZ	AHITA	43	43.A.V 43.H.C 43.I.V 43.T.C 43.A.V	1.5 1.75 1.3 1.75 0.8	ahi̥/ita	0
11800	Kumamoto	tomorrow	aɕi̥ta	aɕi̥ta	a ɕ i̥/i t a	Japonic	1291	1291	7 3 7 1 7	XBYBZ	ASITA	44	44.A.V 44.S.C 44.I.V 44.T.C 44.A.V	1.5 1.75 1.3 1.75 0.8	aɕi̥/ita	0
